symbol,ruler_time_begin,ruler_time_end,open,close,high,low,volume
AAPL,2022-05-09 21:45:00,2022-05-09 21:50:00,152.34,152.475,153.02,152.3,983404
AAPL,2022-05-09 21:50:00,2022-05-09 21:55:00,152.46,152.79,153.01,152.18,918333
AAPL,2022-05-09 21:55:00,2022-05-09 22:00:00,152.795,153.05,153.19,152.795,1154929
AAPL,2022-05-09 22:00:00,2022-05-09 22:05:00,153.14,153.113,153.595,152.88,1412681
AAPL,2022-05-09 22:05:00,2022-05-09 22:10:00,153.09,152.955,153.61,152.78,1532134
AAPL,2022-05-09 22:10:00,2022-05-09 22:15:00,152.94,153.455,153.57,152.92,1331946
AAPL,2022-05-09 22:15:00,2022-05-09 22:20:00,153.43,152.91,153.588,152.875,1175256
AAPL,2022-05-09 22:20:00,2022-05-09 22:25:00,152.85,152.41,152.85,152.32,1193219
AAPL,2022-05-09 22:25:00,2022-05-09 22:30:00,152.4,152.38,152.535,152.132,1075779
AAPL,2022-05-09 22:30:00,2022-05-09 22:35:00,152.35,152.46,152.49,152.08,1470548
AAPL,2022-05-09 22:35:00,2022-05-09 22:40:00,152.47,152.52,152.63,152.225,1311601
AAPL,2022-05-09 22:40:00,2022-05-09 22:45:00,152.516,152.04,152.52,151.94,1705492
AAPL,2022-05-09 22:45:00,2022-05-09 22:50:00,152.03,151.89,152.19,151.75,1806182
AAPL,2022-05-09 22:50:00,2022-05-09 22:55:00,151.77,151.615,152.095,151.51,3622561
AAPL,2022-05-09 22:55:00,2022-05-09 23:00:00,151.64,152.19,152.55,151.64,4891555
AAPL,2022-05-09 23:00:00,2022-05-09 23:05:00,152.15,152.54,152.65,152.06,10705334
AAPL,2022-05-09 23:05:00,2022-05-09 23:10:00,152.51,152.61,152.93,152.06,452785
AAPL,2022-05-09 23:10:00,2022-05-09 23:15:00,152.53,152.516,152.7,152.48,46236
AAPL,2022-05-09 23:15:00,2022-05-09 23:20:00,152.55,152.4,152.61,152.33,33096
AAPL,2022-05-09 23:20:00,2022-05-09 23:25:00,152.375,152.39,152.44,152.06,291334
AAPL,2022-05-09 23:25:00,2022-05-09 23:30:00,152.4,152.25,152.43,152.06,19547
AAPL,2022-05-09 23:30:00,2022-05-09 23:35:00,152.275,152.125,152.34,152.06,34957
AAPL,2022-05-09 23:35:00,2022-05-09 23:40:00,152.14,152.07,152.15,152.05,27905
AAPL,2022-05-09 23:40:00,2022-05-09 23:45:00,152.07,151.98,152.07,151.91,187569
AAPL,2022-05-09 23:45:00,2022-05-09 23:50:00,151.96,152,152.1,151.92,119211
AAPL,2022-05-09 23:50:00,2022-05-09 23:55:00,152.08,152.04,152.09,151.91,14287
AAPL,2022-05-09 23:55:00,2022-05-10 00:00:00,152.045,152.05,152.06,151.97,9843
AAPL,2022-05-10 00:00:00,2022-05-10 00:05:00,152.015,151.89,153.382,151.87,11019
AAPL,2022-05-10 00:05:00,2022-05-10 00:10:00,151.88,151.98,152,151.88,4723
AAPL,2022-05-10 00:10:00,2022-05-10 00:15:00,151.96,151.9,152,151.86,5930
AAPL,2022-05-10 00:15:00,2022-05-10 00:20:00,151.88,151.912,152,151.82,16923
AAPL,2022-05-10 00:20:00,2022-05-10 00:25:00,151.99,151.95,152,151.9,-94142
AAPL,2022-05-10 00:25:00,2022-05-10 00:30:00,151.94,151.84,151.98,151.82,5832
AAPL,2022-05-10 00:30:00,2022-05-10 00:35:00,151.83,151.81,152.06,151.8,359206
AAPL,2022-05-10 00:35:00,2022-05-10 00:40:00,151.82,151.81,151.85,151.76,12905
AAPL,2022-05-10 00:40:00,2022-05-10 00:45:00,151.8,151.91,151.91,151.7,14708
AAPL,2022-05-10 00:45:00,2022-05-10 00:50:00,151.9,151.81,151.98,151.72,9034
AAPL,2022-05-10 00:50:00,2022-05-10 00:55:00,151.76,151.81,151.9,151.73,12819
AAPL,2022-05-10 00:55:00,2022-05-10 01:00:00,151.83,151.925,151.95,151.769,5709
AAPL,2022-05-10 01:00:00,2022-05-10 01:05:00,151.99,152.32,152.67,151.99,44998
AAPL,2022-05-10 01:05:00,2022-05-10 01:10:00,152.33,152.185,152.39,152.1,5222
AAPL,2022-05-10 01:10:00,2022-05-10 01:15:00,152.19,152.18,152.28,152.01,8541
AAPL,2022-05-10 01:15:00,2022-05-10 01:20:00,152.2,152.28,152.355,152.15,9424
AAPL,2022-05-10 01:20:00,2022-05-10 01:25:00,152.29,152.28,152.31,152.21,4378
AAPL,2022-05-10 01:25:00,2022-05-10 01:30:00,152.3,152.35,152.4,152.26,4990
AAPL,2022-05-10 01:30:00,2022-05-10 01:35:00,152.3,152.57,152.67,152.26,7238
AAPL,2022-05-10 01:35:00,2022-05-10 01:40:00,152.59,152.48,152.67,152.48,8054
AAPL,2022-05-10 01:40:00,2022-05-10 01:45:00,152.44,152.52,152.6,152.4,2991
AAPL,2022-05-10 01:45:00,2022-05-10 01:50:00,152.54,152.6,152.6,152.45,1752
AAPL,2022-05-10 01:50:00,2022-05-10 01:55:00,152.65,152.525,152.65,152.45,4058
AAPL,2022-05-10 01:55:00,2022-05-10 02:00:00,152.55,152.6,152.6,152.5,6477
AAPL,2022-05-10 02:00:00,2022-05-10 02:05:00,152.56,152.58,152.65,152.51,6619
AAPL,2022-05-10 02:05:00,2022-05-10 02:10:00,152.6,152.67,152.67,152.5,10356
AAPL,2022-05-10 02:10:00,2022-05-10 02:15:00,152.605,152.49,152.66,152.43,2767
AAPL,2022-05-10 02:15:00,2022-05-10 02:20:00,152.51,152.27,152.51,152.2,12889
AAPL,2022-05-10 02:20:00,2022-05-10 02:25:00,152.3,152.33,152.38,152.25,4192
AAPL,2022-05-10 02:25:00,2022-05-10 02:30:00,152.305,152.36,152.36,152.2,6815
AAPL,2022-05-10 02:30:00,2022-05-10 02:35:00,152.33,152.4,152.49,152.33,3800
AAPL,2022-05-10 02:35:00,2022-05-10 02:40:00,152.375,152.33,152.46,152.32,3052
AAPL,2022-05-10 02:40:00,2022-05-10 02:45:00,152.37,152.36,152.485,152.3,13094
AAPL,2022-05-10 02:45:00,2022-05-10 02:50:00,152.35,152.36,152.44,152.3,3089
AAPL,2022-05-10 02:50:00,2022-05-10 02:55:00,152.33,152.35,152.49,152.3,7684
AAPL,2022-05-10 02:55:00,2022-05-10 03:00:00,152.405,152.65,152.75,152.32,33158
AAPL,2022-05-10 11:00:00,2022-05-10 11:05:00,153.68,154,154.08,153.68,-131559427
AAPL,2022-05-10 11:05:00,2022-05-10 11:10:00,154.09,154.24,154.28,153.85,12988
AAPL,2022-05-10 11:10:00,2022-05-10 11:15:00,154.19,154.18,154.3,154.17,4329
AAPL,2022-05-10 11:15:00,2022-05-10 11:20:00,154.12,154.25,154.3,154.1,9983
AAPL,2022-05-10 11:20:00,2022-05-10 11:25:00,154.3,154.59,154.62,154.25,19958
AAPL,2022-05-10 11:25:00,2022-05-10 11:30:00,154.61,154.64,154.66,154.5,10091
AAPL,2022-05-10 11:30:00,2022-05-10 11:35:00,154.66,154.7,154.77,154.62,5373
AAPL,2022-05-10 11:35:00,2022-05-10 11:40:00,154.67,154.62,154.87,154.6,5857
AAPL,2022-05-10 11:40:00,2022-05-10 11:45:00,154.71,154.62,154.71,154.47,12309
AAPL,2022-05-10 11:45:00,2022-05-10 11:50:00,154.63,154.61,154.68,154.56,2709
AAPL,2022-05-10 11:50:00,2022-05-10 11:55:00,154.65,154.27,154.65,154.27,9817
AAPL,2022-05-10 11:55:00,2022-05-10 12:00:00,154.28,154.4,154.46,154.09,9921
AAPL,2022-05-10 12:00:00,2022-05-10 12:05:00,154.41,154.32,154.45,154.23,7040
AAPL,2022-05-10 12:05:00,2022-05-10 12:10:00,154.31,154.48,154.48,154.3,2788
AAPL,2022-05-10 12:10:00,2022-05-10 12:15:00,154.45,154.48,154.48,154.4,8340
AAPL,2022-05-10 12:15:00,2022-05-10 12:20:00,154.47,154.34,154.5,154.32,2940
AAPL,2022-05-10 12:20:00,2022-05-10 12:25:00,154.37,154.37,154.41,154.21,2463
AAPL,2022-05-10 12:25:00,2022-05-10 12:30:00,154.34,154.34,154.38,154.3,468
AAPL,2022-05-10 12:30:00,2022-05-10 12:35:00,154.37,154.39,154.41,154.34,532
AAPL,2022-05-10 12:35:00,2022-05-10 12:40:00,154.38,154.5,154.53,154.32,8791
AAPL,2022-05-10 12:40:00,2022-05-10 12:45:00,154.53,154.44,154.69,154.3,5727
AAPL,2022-05-10 12:45:00,2022-05-10 12:50:00,154.45,154.25,154.45,154.15,2957
AAPL,2022-05-10 12:50:00,2022-05-10 12:55:00,154.23,153.84,154.28,153.84,2713
AAPL,2022-05-10 12:55:00,2022-05-10 13:00:00,153.85,153.6,154.02,153.55,14644
AAPL,2022-05-10 13:00:00,2022-05-10 13:05:00,153.73,153.57,153.77,153.57,2735
AAPL,2022-05-10 13:05:00,2022-05-10 13:10:00,153.56,153.72,153.97,153.56,5394
AAPL,2022-05-10 13:10:00,2022-05-10 13:15:00,153.73,153.83,153.85,153.71,668
AAPL,2022-05-10 13:15:00,2022-05-10 13:20:00,153.84,153.6,153.85,153.4,20107
AAPL,2022-05-10 13:20:00,2022-05-10 13:25:00,153.53,153.71,153.71,153.52,15048
AAPL,2022-05-10 13:25:00,2022-05-10 13:30:00,153.66,153.6,153.7,153.56,21186
AAPL,2022-05-10 13:30:00,2022-05-10 13:35:00,153.65,153.72,153.72,153.64,1808
AAPL,2022-05-10 13:35:00,2022-05-10 13:40:00,153.71,153.85,153.95,153.71,5665
AAPL,2022-05-10 13:40:00,2022-05-10 13:45:00,153.83,153.9,153.92,153.83,1256
AAPL,2022-05-10 13:45:00,2022-05-10 13:50:00,153.89,153.72,153.98,153.7,4300
AAPL,2022-05-10 13:50:00,2022-05-10 13:55:00,153.7,153.54,153.81,153.54,5008
AAPL,2022-05-10 13:55:00,2022-05-10 14:00:00,153.63,153.5,153.63,153.45,5638
AAPL,2022-05-10 14:00:00,2022-05-10 14:05:00,153.42,153.35,153.59,153.32,21982
AAPL,2022-05-10 14:05:00,2022-05-10 14:10:00,153.37,153.55,153.56,153.28,14603
AAPL,2022-05-10 14:10:00,2022-05-10 14:15:00,153.57,153.55,153.59,153.45,7639
AAPL,2022-05-10 14:15:00,2022-05-10 14:20:00,153.52,153.22,153.55,153.21,7410
AAPL,2022-05-10 14:20:00,2022-05-10 14:25:00,153.24,153.34,153.4,153.19,5666
AAPL,2022-05-10 14:25:00,2022-05-10 14:30:00,153.32,153.51,153.51,153.22,13115
AAPL,2022-05-10 14:30:00,2022-05-10 14:35:00,153.5,153.68,153.72,153.4,5924
AAPL,2022-05-10 14:35:00,2022-05-10 14:40:00,153.67,153.6,153.71,153.59,12554
AAPL,2022-05-10 14:40:00,2022-05-10 14:45:00,153.65,153.45,153.72,153.45,16446
AAPL,2022-05-10 14:45:00,2022-05-10 14:50:00,153.48,153.7,153.72,153.29,23244
AAPL,2022-05-10 14:50:00,2022-05-10 14:55:00,153.64,153.5,153.7,153.5,8170
AAPL,2022-05-10 14:55:00,2022-05-10 15:00:00,153.45,153.76,153.78,153.4,16562
AAPL,2022-05-10 15:00:00,2022-05-10 15:05:00,153.54,154.11,154.669,153.2,2606270
AAPL,2022-05-10 15:05:00,2022-05-10 15:10:00,154.1,154.49,154.58,154.04,96189
AAPL,2022-05-10 15:10:00,2022-05-10 15:15:00,154.47,154.42,154.58,154.33,40815
AAPL,2022-05-10 15:15:00,2022-05-10 15:20:00,154.36,154.64,154.66,154.25,52590
AAPL,2022-05-10 15:20:00,2022-05-10 15:25:00,154.52,154.47,154.72,154.44,42942
AAPL,2022-05-10 15:25:00,2022-05-10 15:30:00,154.45,154.45,154.51,154.36,15560
AAPL,2022-05-10 15:30:00,2022-05-10 15:35:00,154.41,154.57,154.75,154.35,38958
AAPL,2022-05-10 15:35:00,2022-05-10 15:40:00,154.6,155.049,155.049,154.56,101284
AAPL,2022-05-10 15:40:00,2022-05-10 15:45:00,155.02,154.78,155.05,154.77,57306
AAPL,2022-05-10 15:45:00,2022-05-10 15:50:00,154.76,154.75,154.8,154.6,30612
AAPL,2022-05-10 15:50:00,2022-05-10 15:55:00,154.76,155.19,155.24,154.65,65027
AAPL,2022-05-10 15:55:00,2022-05-10 16:00:00,155.239,155.58,155.83,155.16,141398
AAPL,2022-05-10 16:00:00,2022-05-10 16:05:00,155.52,155.895,155.99,155.5,102839
AAPL,2022-05-10 16:05:00,2022-05-10 16:10:00,155.96,155.66,156,155.6,342359
AAPL,2022-05-10 16:10:00,2022-05-10 16:15:00,155.65,155.67,155.95,155.65,57053
AAPL,2022-05-10 16:15:00,2022-05-10 16:20:00,155.72,155.26,155.75,155.22,74409
AAPL,2022-05-10 16:20:00,2022-05-10 16:25:00,155.25,155.23,155.3,155.16,72570
AAPL,2022-05-10 16:25:00,2022-05-10 16:30:00,155.01,155.5,155.57,155,138586
AAPL,2022-05-10 16:30:00,2022-05-10 16:35:00,155.69,155.965,156.519,155.59,4775213
AAPL,2022-05-10 16:35:00,2022-05-10 16:40:00,155.9,155.88,156.2,155.51,2488291
AAPL,2022-05-10 16:40:00,2022-05-10 16:45:00,155.9,155.185,155.921,155.12,2202798
AAPL,2022-05-10 16:45:00,2022-05-10 16:50:00,155.16,154.66,155.16,154.53,2229754
AAPL,2022-05-10 16:50:00,2022-05-10 16:55:00,154.68,154.625,154.782,154.14,2559056
AAPL,2022-05-10 16:55:00,2022-05-10 17:00:00,154.67,155.78,155.83,154.623,1924367
AAPL,2022-05-10 17:00:00,2022-05-10 17:05:00,155.77,156.14,156.24,155.651,1789986
AAPL,2022-05-10 17:05:00,2022-05-10 17:10:00,156.17,155.93,156.37,155.87,1503459
AAPL,2022-05-10 17:10:00,2022-05-10 17:15:00,155.95,155.6,156.11,155.46,1426280
AAPL,2022-05-10 17:15:00,2022-05-10 17:20:00,155.62,156.1,156.381,155.62,1713421
AAPL,2022-05-10 17:20:00,2022-05-10 17:25:00,156.089,155.65,156.19,155.36,1469037
AAPL,2022-05-10 17:25:00,2022-05-10 17:30:00,155.61,155.4,155.8,155.18,1268261
AAPL,2022-05-10 17:30:00,2022-05-10 17:35:00,155.398,155.3,155.577,155.1,1224441
AAPL,2022-05-10 17:35:00,2022-05-10 17:40:00,155.34,155.04,155.43,154.96,1060862
AAPL,2022-05-10 17:40:00,2022-05-10 17:45:00,155.06,155.34,155.34,154.67,1621936
AAPL,2022-05-10 17:45:00,2022-05-10 17:50:00,155.3,154.39,155.32,154.24,1163118
AAPL,2022-05-10 17:50:00,2022-05-10 17:55:00,154.38,154.56,154.701,153.97,1487536
AAPL,2022-05-10 17:55:00,2022-05-10 18:00:00,154.57,154.497,154.897,154.34,1061807
AAPL,2022-05-10 18:00:00,2022-05-10 18:05:00,154.45,153.98,154.737,153.81,1307253
